case_id,risk_band,model_fraud_probability,ground_truth_class,Amount,hour_of_day,expected_document_verification,expected_risk_tier,expected_compliance_flag,expected_escalation,expected_case_note_summary,labeling_notes,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,actual_document_verified,actual_compliance_passed,actual_decision,actual_human_review_needed,actual_case_notes,actual_nodes_run,actual_error
GOLD-001,very_low,0.005536459,0,60.0,14.897222222222222,,,,,,,140030.0,-0.78883496149088,1.1398186243406,-0.582447508877593,0.940354118693676,0.579761091814522,-1.11196334928906,1.28579383231308,-0.159665316019628,-0.493448806481935,0.378962063409441,-1.12893656511521,-0.992519165109864,-1.67128561516203,1.08472391566273,0.696711611895493,-0.696799215653566,0.012809225192295,-0.0342635028757002,0.514719589272218,-0.146310341658887,0.118831306992366,0.454915910734901,-0.149414697803326,-0.0546920386468624,-0.439761365149263,-0.566136670559524,-0.0686758415572918,-0.0211789299301243,True,True,approve,False,"[GOLD-001] EUR 60.00 at hour 14.9. Model risk 0.006 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-002,very_low,0.000948633,0,59.38,22.21611111111111,,,,,,,166378.0,-0.231073526698841,0.497910452172481,1.29982538212772,0.857817254812804,0.0200219747847447,0.774479958888804,0.229191292886952,0.329791332408404,-0.0973037865819248,-0.162722986692154,0.403635666843702,0.220399873591127,-0.667469048382266,0.161730836990843,-0.119660314336137,-0.0658104706906677,-0.447680851220255,1.09967124541645,0.605064989417773,0.0652084269338457,0.426724650005239,1.26835323223832,-0.0515615258245175,0.697695439511807,-0.512648856368101,-0.438744956222017,0.244745887843517,0.210569016097981,True,True,approve,False,"[GOLD-002] EUR 59.38 at hour 22.2. Model risk 0.001 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-003,very_low,0.00086281414,0,1.29,8.329444444444444,,,,,,,29986.0,1.17527589080457,0.147916251232898,0.504178522787344,0.455010330747644,-0.240357800237603,-0.19866054073117,-0.124100945546413,0.0841733623653736,-0.20800544737359,0.0612369585704977,1.69092926455927,1.10675739722124,0.143627994620277,0.477378938651657,0.590765652409793,0.210389150914407,-0.392236357312965,-0.487139842110728,-0.186459817597285,-0.119210765058283,-0.179315583159466,-0.523136103552724,0.154570804984938,0.0108016414685308,0.11267821243179,0.107230320481708,-0.0167384540955497,0.0051790546971354,True,True,approve,False,"[GOLD-003] EUR 1.29 at hour 8.3. Model risk 0.001 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-004,very_low,0.0010553518,0,99.8,0.9244444444444444,,,,,,,89728.0,-0.522242968489212,0.0827298276022416,0.869504320138616,0.119571268734553,0.40212877236244,0.426014690359842,0.676033220694061,0.374916285807516,0.460946869292294,-0.722294955085061,-0.192735969478575,0.14982916088138,-2.15156743609532,0.179040183935282,-2.49603846476257,0.0117114197362107,-0.508363096977086,-0.0917356603664997,-0.307502217933478,-0.154081296472224,-0.275848329251536,-0.94431838621683,0.532659058861127,0.551898538401494,-1.09825620521275,-1.4045035513722,0.220703557189891,0.254075444937261,True,True,approve,False,"[GOLD-004] EUR 99.80 at hour 0.9. Model risk 0.001 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-005,very_low,0.00033924874,0,262.0,15.544444444444444,,,,,,,142360.0,-1.55229813333346,-1.75911768744879,1.47244196990332,-2.74018275264574,-1.03637476017505,-0.436392771429464,0.0716320818390589,0.177220564913452,-2.09128155968408,0.621349362889052,0.35412249612517,-1.25724465620126,-1.20621335704452,-0.176002133675415,-1.11896344685333,-0.0672856976047866,0.140837838380544,0.766019905690803,-0.65536083642817,0.414146877828808,0.0537861587488055,-0.0877508542417914,0.372148920859903,-0.0807525325839638,0.685351162410679,-0.141347735347692,0.157018022240748,0.130388820080682,False,False,escalate_to_human,True,"[GOLD-005] EUR 262.00 at hour 15.5. Model risk 0.000 (threshold 0.7, model v2.0.0). Docs verified: False. Decision: ESCALATE_TO_HUMAN. Detail: Amount EUR 262.00 exceeds the EUR 200 ceiling for automatic document verification. | Document verification incomplete - routed to an analyst.",4,
GOLD-006,very_low,5.296915e-05,0,1.0,23.4625,,,,,,,84465.0,-1.17491046439858,0.758590043199085,1.81355443203095,-2.49630877528128,0.497905713439007,0.541069334729816,0.597781487917329,-0.160494447048737,1.98545092683582,-0.588207510138329,-1.31439365628751,0.269176258068465,0.727406144994039,-1.13115192501857,1.05639266265125,-0.432585605935284,-0.875445795917727,0.0916534589935091,0.126707026917042,0.456173756085745,-0.216138256745211,0.161389418380424,-0.536339368491165,-1.30611378981133,0.756226105642067,-0.702332250707009,0.127435763221619,-0.211693091425752,True,True,approve,False,"[GOLD-006] EUR 1.00 at hour 23.5. Model risk 0.000 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-007,low,0.13341796,0,353.0,12.499444444444444,,,,,,,44998.0,-1.38837338229342,-0.17707208252856,1.05742863035255,0.321835622648003,-0.461906422429393,0.278045534859178,1.99995043107838,0.121651281091958,-0.657311571409094,-0.890072939443841,0.874694359399876,-0.258102979007241,-2.27780202429158,0.760213302845374,-0.943547464938115,-0.171059169906043,-0.213027581631279,-0.0006093371813225,-1.00062484969554,0.446677719023472,0.326826787745624,0.264927675422528,0.517127326059869,0.132189123865251,0.51590812783533,-0.424299262477264,-0.0631178286906153,0.100227889490459,False,False,escalate_to_human,True,"[GOLD-007] EUR 353.00 at hour 12.5. Model risk 0.133 (threshold 0.7, model v2.0.0). Docs verified: False. Decision: ESCALATE_TO_HUMAN. Detail: Amount EUR 353.00 exceeds the EUR 200 ceiling for automatic document verification. | Document verification incomplete - routed to an analyst.",4,
GOLD-008,low,0.12213651,0,12.31,20.36111111111111,,,,,,,73300.0,1.10057088534693,0.202574268738523,0.219892652253574,0.962691236843678,-0.202152950376456,-0.114123891352612,-0.213236315590526,0.139266382069428,0.222809872681843,-0.66755671544364,1.82171484339013,1.35339552161699,0.272374542106065,-1.44380160846507,-0.762896211881297,-0.0793930573563713,1.20370288477778,-0.0571200434604016,-0.167128784519261,-0.0637715966275463,-0.0809542550614123,0.0357090275158818,-0.0601769645489808,0.179382609905525,0.437096821568105,0.409142625249283,0.0182094368705065,0.0327534608495834,True,True,approve,False,"[GOLD-008] EUR 12.31 at hour 20.4. Model risk 0.122 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-009,low,0.17330359,0,2.0,10.71,,,,,,,124956.0,2.01012624487967,1.1504626366587,-3.12648845255166,1.94686524131993,1.35049702084259,-1.79828454640026,0.924069109008597,-0.492552986330916,-0.0909675688515689,-1.44644751752795,0.406246064017217,-0.0057974904205665,0.359391717206086,-3.78221484485843,-0.191826967799513,0.547090424278732,3.01714632355719,1.0436697499751,-0.843852859865234,-0.139095457812312,-0.170319390322922,-0.164853156243021,-0.0718231791265138,-0.338778520934883,0.491782400278128,-0.489687339454721,0.041939764018341,0.0295135644772756,True,True,approve,False,"[GOLD-009] EUR 2.00 at hour 10.7. Model risk 0.173 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
GOLD-010,low,0.11198435,0,137.69,14.475555555555555,,,,,,,138512.0,1.76441313619531,-0.246399610362347,-1.7425725793886,0.589353023280246,0.0174346177382642,-1.18906419897991,0.351849653900145,-0.350867686887409,0.866739731565592,-0.98928257574664,-0.234275314562661,0.794303244924337,0.776513578062361,-1.73780104331865,-0.154124189099913,-0.0613764683304984,1.20193409561847,-0.10106981991298,-0.0169597715769932,0.13010868500437,-0.160397743583131,-0.431608064187777,0.0673818916977713,-0.109489832896195,-0.0953876749419194,-0.102176112861376,-0.019904809212743,0.0056529849063952,True,True,approve,False,"[GOLD-010] EUR 137.69 at hour 14.5. Model risk 0.112 (threshold 0.7, model v2.0.0). Docs verified: True. Decision: APPROVE. Detail: Document verification passed. | Compliance passed - approved.",4,
